candidate_id,candidate_party,candidate_last_name,rounded_net_receipts,contributor_state
P00003392,DEM,Clinton,0.0,ST
P00000001,,All candidates,0.0,ST
P00000002,DEM,Democrats,0.0,ST
P00003392,DEM,Clinton,0.0,SH
P00000001,,All candidates,0.0,SH
P00000002,DEM,Democrats,0.0,SH
P00000001,,All candidates,0.0,DU
P00003392,DEM,Clinton,0.0,BR
P00000002,DEM,Democrats,0.0,BR
P00003392,DEM,Clinton,0.0,BU
P00000001,,All candidates,0.0,BA
P00003392,DEM,Clinton,0.0,BA
P00000002,DEM,Democrats,0.0,BA
P00000002,DEM,Democrats,0.0,EN
P00003392,DEM,Clinton,0.0,EN
P00000002,DEM,Democrats,0.0,LO
P00003392,DEM,Clinton,0.0,KE
P00000001,,All candidates,0.0,KE
P00000002,DEM,Democrats,0.0,KE
P00003392,DEM,Clinton,0.0,BE
P00000001,,All candidates,0.0,BE
P00000002,DEM,Democrats,0.0,BE
P00003392,DEM,Clinton,0.0,ZU
